id,idade,renda,nota,cidade_Belo Horizonte,cidade_Desconhecido,cidade_Rio de Janeiro,cidade_São Paulo,cidade_Vitória,categoria_A,categoria_B,feedback_Bom,feedback_Desconhecido,feedback_Regular,feedback_Ruim
1,-0.43298917358173433,-0.03863799707256133,-0.7774094449143953,False,False,True,False,False,True,False,True,False,False,False
2,-0.06364953162972888,0.6243897594499564,-0.024702474220060024,True,False,False,False,False,False,True,False,False,True,False
3,-0.4945457805737352,-0.5910193443473143,1.4464975139552323,False,False,False,False,True,False,True,False,False,False,True
4,-1.6641213134217525,1.5867232298466352,-1.153762930261563,True,False,False,False,False,False,True,False,False,True,False
5,-0.12520613862172977,1.136329287243783,-1.6669722284622464,False,False,False,False,True,False,True,False,True,False,False
6,0.4903599312982793,-0.30904917980970714,-1.393260602755215,False,False,False,True,False,False,True,False,False,True,False
7,1.5983788571542956,0.0,0.4200789175538657,True,False,False,False,False,False,True,False,False,True,False
8,-0.7407722085417389,-0.8216961617248569,-1.153762930261563,False,False,False,False,True,False,True,False,False,True,False
9,-0.12520613862172977,0.9508506027992026,-0.8116233981277743,False,False,False,True,False,False,True,False,False,False,True
10,-0.18676274561373069,0.7207613816133375,1.6175672800221266,False,False,False,False,True,False,True,False,False,False,True
11,-1.5410080994377506,1.4418968471008953,0.9675021689679277,False,False,False,False,True,False,True,False,False,True,False
12,-1.1716684574857452,0.9448138558548546,0.625362636834139,False,False,False,True,False,True,False,False,False,False,True
13,0.9212561802422856,0.48828084856283455,-0.7089815384876376,False,False,True,False,False,True,False,False,False,False,True
14,-0.06364953162972888,0.05213245940298869,-1.4274745559685942,False,False,True,False,False,True,False,False,False,True,False
15,0.30569011032227655,-1.5593895616883415,-1.2906187431150786,False,False,False,False,True,False,True,True,False,False,False
16,0.8596995732502848,1.1534221973569079,-1.7011861816756253,False,False,False,True,False,False,True,False,False,False,True
17,-0.12520613862172977,1.4391810418169728,-0.29841409992709106,False,False,True,False,False,True,False,False,False,False,True
18,0.7365863592662829,-0.48398621317374535,0.38586496434048667,True,False,False,False,False,True,False,False,False,False,True
19,-1.4178948854537488,0.7125876554843311,-0.8458373513411531,False,False,False,False,True,False,True,True,False,False,False
20,-0.5561023875657362,1.5143202702482472,-1.0853350238348054,False,False,True,False,False,False,True,True,False,False,False
21,1.6599354641462964,0.11801631697430816,-1.0511210706214265,False,False,False,False,True,False,True,False,False,True,False
22,1.290595822194291,0.1540935537976499,0.5569347304073811,False,False,False,True,False,False,True,False,False,False,True
23,-0.06364953162972888,1.5736470220587082,0.8306463561144121,True,False,False,False,False,True,False,False,False,False,True
24,-0.3098759595977325,-1.3805352203797867,-1.5643303688221097,True,False,False,False,False,False,True,False,False,True,False
25,-0.5561023875657362,-1.1117932785652669,1.5149254203819897,False,False,True,False,False,False,True,True,False,False,False
26,-0.6176589945577371,0.5440177092122013,1.6517812332355055,False,False,False,False,True,True,False,True,False,False,False
27,-0.7407722085417389,-0.5952085251566367,0.7964324029010333,False,False,False,False,True,True,False,False,False,True,False
28,0.12102028934627385,1.2590696539292079,0.5911486836207601,False,False,False,False,True,False,True,False,False,True,False
29,0.4903599312982793,0.0,1.3438556543150955,False,False,True,False,False,True,False,False,False,True,False
30,-0.4945457805737352,-1.0746051633695997,-0.606339678847501,False,False,True,False,False,True,False,False,False,False,True
31,-0.4945457805737352,-0.23420228779220292,-0.1273443338601966,False,False,True,False,False,False,True,True,False,False,False
32,0.3672467173142775,-0.18805113815035085,1.6175672800221266,False,False,True,False,False,True,False,False,False,False,True
33,-1.4178948854537488,-0.8682215019763346,-1.4274745559685942,False,False,True,False,False,False,True,True,False,False,False
34,-0.6792156015497379,0.09137862295159606,-0.5379117724207432,False,False,True,False,False,False,True,False,False,True,False
35,-0.43298917358173433,0.8424756474864297,1.172785888248201,False,False,True,False,False,False,True,False,False,True,False
36,-0.6176589945577371,1.1151670542509808,-0.024702474220060024,False,True,False,False,False,False,True,False,False,True,False
37,1.4752656431702937,-0.8532421841347657,-1.769614088102383,False,False,False,False,True,False,True,True,False,False,False
38,0.24413350333027567,-0.36223686693100055,0.6937905432608967,False,False,True,False,False,True,False,True,False,False,False
39,0.3672467173142775,-1.4422825176962624,1.2754277478883378,False,False,False,False,True,True,False,False,False,True,False
40,1.6599354641462964,0.9365582755299925,-0.8116233981277743,True,False,False,False,False,False,True,True,False,False,False
41,1.5983788571542956,1.2388809011942596,-0.024702474220060024,False,False,True,False,False,True,False,False,False,False,True
42,-0.4945457805737352,-1.6936304428914737,0.38586496434048667,False,False,False,True,False,False,True,False,False,True,False
43,0.675029752274282,-0.9776430216504034,1.3780696075284742,True,False,False,False,False,False,True,False,False,True,False
44,0.7981429662582838,-1.4656226569716502,1.4122835607418536,True,False,False,False,False,True,False,False,True,False,False
45,0.24413350333027567,1.7040612196055929,-0.8116233981277743,False,False,True,False,False,True,False,False,False,True,False
46,0.3672467173142775,1.4209217094129059,-1.769614088102383,False,False,False,True,False,True,False,False,False,False,True
47,-0.3714325665897334,1.4596182805036262,-0.5379117724207432,False,False,False,False,True,False,True,False,False,True,False
48,-1.294781671469747,-0.2507894559095063,1.3096417011017165,True,False,False,False,False,True,False,True,False,False,False
49,-0.06364953162972888,-1.317373014820665,-0.024702474220060024,True,False,False,False,False,False,True,False,False,True,False
50,-1.6025647064297515,0.2042087852102218,-1.2564047899016997,True,False,False,False,False,False,False,False,False,False,True
51,0.30569011032227655,-0.18764186717107284,-1.6669722284622464,False,False,False,False,True,False,True,False,False,False,True
52,-0.2483193526057316,0.5947205368164501,0.18058124506021347,False,False,False,False,True,True,False,False,False,True,False
53,-1.0485552435017433,-0.09744731343064959,1.3780696075284742,False,False,True,False,False,True,False,False,False,False,True
54,-0.3098759595977325,-1.6834688291488324,1.5149254203819897,False,False,False,False,True,False,True,True,False,False,False
55,-1.294781671469747,0.02220598072536535,0.21479519827359222,False,False,True,False,False,True,False,True,False,False,False
56,0.24413350333027567,0.21173060113652087,-0.7774094449143953,False,False,False,True,False,False,True,False,False,False,True
57,-0.7407722085417389,-0.04518925610514447,0.89907426254117,False,False,False,False,True,True,False,False,False,False,True
58,-1.0485552435017433,-1.374463393065786,-1.153762930261563,False,False,False,True,False,False,True,True,False,False,False
59,1.352152429186292,1.405784529907901,-1.2221908366883207,True,False,False,False,False,False,True,True,False,False,False
60,-0.4945457805737352,1.534137755737708,-0.6747675852742586,False,False,False,True,False,False,True,False,False,True,False
61,1.4752656431702937,1.5221578095014177,0.6937905432608967,True,False,False,False,False,True,False,False,False,False,True
62,0.8596995732502848,-0.42365382409991625,0.11215333863345564,True,False,False,False,False,True,False,True,False,False,False
63,0.8596995732502848,-0.5584296809402474,-0.572125725634122,False,False,False,False,True,False,True,True,False,False,False
64,1.352152429186292,0.7009058923900867,0.009511478993319042,False,False,False,True,False,False,True,True,False,False,False
65,0.6134731452822811,-1.3806141512115047,0.9675021689679277,True,False,False,False,False,True,False,True,False,False,False
66,-1.1101118504937444,1.1664077808565663,1.1043579818214435,False,False,False,False,True,False,True,False,False,True,False
67,0.8596995732502848,-0.9873135102179112,-1.7354001348890042,False,False,False,True,False,False,True,True,False,False,False
68,-1.6025647064297515,1.6984337436405226,-0.9142652577679109,False,False,True,False,False,True,False,True,False,False,False
69,-0.12520613862172977,-0.7423706758483981,-0.606339678847501,False,False,False,False,True,False,True,False,False,True,False
70,0.4288033243062784,-0.25370989668306737,1.4464975139552323,False,False,True,False,False,False,True,False,False,True,False
71,0.05946368235427294,-0.2645789645470319,0.5227207771940023,True,False,False,False,False,False,True,False,False,False,True
72,1.352152429186292,-0.7772639501959718,-1.5643303688221097,False,False,False,True,False,False,True,False,False,False,True
73,-0.8023288155337398,0.3086576624860648,0.933288215754549,False,False,True,False,False,True,False,False,False,False,True
74,-1.0485552435017433,-1.2068523102308213,-0.1273443338601966,False,False,True,False,False,False,True,True,False,False,False
75,0.9212561802422856,-1.6427434433465495,0.11215333863345564,False,False,False,False,True,True,False,False,False,True,False
76,-0.6792156015497379,0.9713521554968846,0.5569347304073811,True,False,False,False,False,False,True,True,False,False,False
77,-1.356338278461748,-0.4533405869182481,-1.2906187431150786,False,False,True,False,False,False,True,False,False,True,False
78,0.18257689633827476,-0.7177968769069013,-0.606339678847501,False,False,False,True,False,False,True,True,False,False,False
79,-0.3714325665897334,-1.0201458128484073,-0.5379117724207432,True,False,False,False,False,False,True,False,False,False,True
80,0.4288033243062784,-0.4440735226017427,-1.3248326963284576,False,False,False,False,True,True,False,True,False,False,False
81,-1.6025647064297515,-0.8769185102859888,1.3780696075284742,False,False,False,False,True,False,True,False,False,False,True
82,-0.8023288155337398,0.19147753439054313,1.480711467168611,False,False,False,False,True,False,True,True,False,False,False
83,-0.06364953162972888,-1.0669927231550318,-1.3590466495418363,False,False,True,False,False,True,False,False,False,False,True
84,-0.9254420295177416,-1.0682556164625177,-0.7774094449143953,False,False,False,False,True,True,False,False,False,False,True
